Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,cluster
GO_Biological_Process_2021,cellular response to metal ion (GO:0071248),3/131,0.0042998450257392,0.0988095453844106,0,0,9.884640957446807,53.86315121420032,MT2A;SYT13;MT1E,0
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),6/621,0.0043552416698362,0.0988095453844106,0,0,4.287139689578714,23.30649979183367,MT2A;ANXA2;IFI27;CCND1;CXCL1;TXNDC17,0
GO_Biological_Process_2021,regulation of low-density lipoprotein particle receptor catabolic process (GO:0032803),1/5,0.0124387771927725,0.1524941493129662,0,0,101.76530612244898,446.4379351400606,ANXA2,0
GO_Biological_Process_2021,determination of dorsal/ventral asymmetry (GO:0048262),1/5,0.0124387771927725,0.1524941493129662,0,0,101.76530612244898,446.4379351400606,NBL1,0
GO_Biological_Process_2021,positive regulation of low-density lipoprotein receptor activity (GO:1905599),1/5,0.0124387771927725,0.1524941493129662,0,0,101.76530612244898,446.4379351400606,ANXA2,0
GO_Biological_Process_2021,plus-end-directed vesicle transport along microtubule (GO:0072383),1/5,0.0124387771927725,0.1524941493129662,0,0,101.76530612244898,446.4379351400606,KIF13A,0
GO_Biological_Process_2021,cellular response to erythropoietin (GO:0036018),1/5,0.0124387771927725,0.1524941493129662,0,0,101.76530612244898,446.4379351400606,MT2A,0
GO_Biological_Process_2021,wound healing (GO:0042060),2/70,0.013274200561286,0.1524941493129662,0,0,12.182598039215684,52.65237170003471,MYOF;PLEC,0
GO_Biological_Process_2021,pyrimidine nucleotide-sugar transmembrane transport (GO:0090481),1/6,0.0149082847993736,0.1524941493129662,0,0,81.40816326530613,342.3895623444841,SLC35A3,0
GO_Biological_Process_2021,positive regulation of receptor binding (GO:1900122),1/6,0.0149082847993736,0.1524941493129662,0,0,81.40816326530613,342.3895623444841,ANXA2,0
GO_Biological_Process_2021,T-tubule organization (GO:0033292),1/6,0.0149082847993736,0.1524941493129662,0,0,81.40816326530613,342.3895623444841,MYOF,0
GO_Biological_Process_2021,membrane raft assembly (GO:0001765),1/6,0.0149082847993736,0.1524941493129662,0,0,81.40816326530613,342.3895623444841,ANXA2,0
GO_Biological_Process_2021,negative regulation of monocyte chemotaxis (GO:0090027),1/6,0.0149082847993736,0.1524941493129662,0,0,81.40816326530613,342.3895623444841,NBL1,0
GO_Biological_Process_2021,vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane (GO:1990668),1/6,0.0149082847993736,0.1524941493129662,0,0,81.40816326530613,342.3895623444841,TAP1,0
GO_Biological_Process_2021,positive regulation of lipoprotein particle clearance (GO:0010986),1/6,0.0149082847993736,0.1524941493129662,0,0,81.40816326530613,342.3895623444841,ANXA2,0
GO_Biological_Process_2021,plus-end-directed organelle transport along microtubule (GO:0072386),1/6,0.0149082847993736,0.1524941493129662,0,0,81.40816326530613,342.3895623444841,KIF13A,0
GO_Biological_Process_2021,actomyosin structure organization (GO:0031032),2/76,0.0155171628224907,0.1524941493129662,0,0,11.19144144144144,46.62140287744705,KRT19;MYH14,0
GO_Biological_Process_2021,skin development (GO:0043588),2/80,0.0170965192165363,0.1524941493129662,0,0,10.615384615384617,43.19273030214829,ITGB4;ITGA6,0
GO_Biological_Process_2021,maintenance of protein location in extracellular region (GO:0071694),1/7,0.0173717414502839,0.1524941493129662,0,0,67.83673469387755,274.9362107684438,NBL1,0
GO_Biological_Process_2021,positive regulation of vesicle fusion (GO:0031340),1/7,0.0173717414502839,0.1524941493129662,0,0,67.83673469387755,274.9362107684438,ANXA2,0
GO_Biological_Process_2021,peptide transport (GO:0015833),1/7,0.0173717414502839,0.1524941493129662,0,0,67.83673469387755,274.9362107684438,TAP1,0
GO_Biological_Process_2021,positive regulation of IRE1-mediated unfolded protein response (GO:1903896),1/7,0.0173717414502839,0.1524941493129662,0,0,67.83673469387755,274.9362107684438,AGR2,0
GO_Biological_Process_2021,sequestering of BMP from receptor via BMP binding (GO:0038098),1/8,0.0198291614511851,0.1524941493129662,0,0,58.142857142857146,227.9549801512961,NBL1,0
GO_Biological_Process_2021,antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885),1/8,0.0198291614511851,0.1524941493129662,0,0,58.142857142857146,227.9549801512961,TAP1,0
GO_Biological_Process_2021,cell-cell adhesion mediated by cadherin (GO:0044331),1/8,0.0198291614511851,0.1524941493129662,0,0,58.142857142857146,227.9549801512961,CTNND1,0
GO_Biological_Process_2021,entry of bacterium into host cell (GO:0035635),1/8,0.0198291614511851,0.1524941493129662,0,0,58.142857142857146,227.9549801512961,CTNND1,0
GO_Biological_Process_2021,regulation of vesicle fusion (GO:0031338),1/9,0.0222805591236868,0.1524941493129662,0,0,50.87244897959184,193.52086993316271,ANXA2,0
GO_Biological_Process_2021,mesodermal cell differentiation (GO:0048333),1/9,0.0222805591236868,0.1524941493129662,0,0,50.87244897959184,193.52086993316271,ITGB4,0
GO_Biological_Process_2021,bone cell development (GO:0098751),1/9,0.0222805591236868,0.1524941493129662,0,0,50.87244897959184,193.52086993316271,ANXA2,0
GO_Biological_Process_2021,response to leptin (GO:0044321),1/9,0.0222805591236868,0.1524941493129662,0,0,50.87244897959184,193.52086993316271,CCND1,0
GO_Biological_Process_2021,regulation of PERK-mediated unfolded protein response (GO:1903897),1/9,0.0222805591236868,0.1524941493129662,0,0,50.87244897959184,193.52086993316271,AGR2,0
GO_Biological_Process_2021,cellular transition metal ion homeostasis (GO:0046916),2/96,0.0240556444712905,0.1524941493129662,0,0,8.801418439716311,32.80628046281635,MT2A;MT1E,0
GO_Biological_Process_2021,negative regulation of cellular protein catabolic process (GO:1903363),1/10,0.024725948817258,0.1524941493129662,0,0,45.21768707482993,167.3010120823387,ANXA2,0
GO_Biological_Process_2021,amino sugar metabolic process (GO:0006040),1/10,0.024725948817258,0.1524941493129662,0,0,45.21768707482993,167.3010120823387,SLC35A3,0
GO_Biological_Process_2021,low-density lipoprotein particle receptor catabolic process (GO:0032802),1/10,0.024725948817258,0.1524941493129662,0,0,45.21768707482993,167.3010120823387,AP2B1,0
GO_Biological_Process_2021,low-density lipoprotein receptor particle metabolic process (GO:0032799),1/10,0.024725948817258,0.1524941493129662,0,0,45.21768707482993,167.3010120823387,AP2B1,0
GO_Biological_Process_2021,positive regulation of receptor recycling (GO:0001921),1/10,0.024725948817258,0.1524941493129662,0,0,45.21768707482993,167.3010120823387,ANXA2,0
GO_Biological_Process_2021,regulation of low-density lipoprotein particle clearance (GO:0010988),1/10,0.024725948817258,0.1524941493129662,0,0,45.21768707482993,167.3010120823387,ANXA2,0
GO_Biological_Process_2021,ectoderm development (GO:0007398),1/10,0.024725948817258,0.1524941493129662,0,0,45.21768707482993,167.3010120823387,ITGA6,0
GO_Biological_Process_2021,cell junction assembly (GO:0034329),2/102,0.0269177264019109,0.1524941493129662,0,0,8.270833333333334,29.898816321570965,CTNND1;ITGA6,0
GO_Biological_Process_2021,actin filament depolymerization (GO:0030042),1/11,0.0271653448579923,0.1524941493129662,0,0,40.69387755102041,146.73452100035948,DSTN,0
GO_Biological_Process_2021,positive regulation of vacuole organization (GO:0044090),1/11,0.0271653448579923,0.1524941493129662,0,0,40.69387755102041,146.73452100035948,ANXA2,0
GO_Biological_Process_2021,mitochondrion morphogenesis (GO:0070584),1/11,0.0271653448579923,0.1524941493129662,0,0,40.69387755102041,146.73452100035948,MYH14,0
GO_Biological_Process_2021,positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103),1/12,0.029598761568907,0.1524941493129662,0,0,36.99257884972171,130.2147194065139,AGR2,0
GO_Biological_Process_2021,nucleotide-sugar metabolic process (GO:0009225),1/12,0.029598761568907,0.1524941493129662,0,0,36.99257884972171,130.2147194065139,SLC35A3,0
GO_Biological_Process_2021,negative regulation of leukocyte chemotaxis (GO:0002689),1/12,0.029598761568907,0.1524941493129662,0,0,36.99257884972171,130.2147194065139,NBL1,0
GO_Biological_Process_2021,mitotic G1/S transition checkpoint signaling (GO:0044819),1/12,0.029598761568907,0.1524941493129662,0,0,36.99257884972171,130.2147194065139,CCND1,0
GO_Biological_Process_2021,modulation by host of viral process (GO:0044788),1/12,0.029598761568907,0.1524941493129662,0,0,36.99257884972171,130.2147194065139,IFI27,0
GO_Biological_Process_2021,cellular divalent inorganic cation homeostasis (GO:0072503),2/111,0.0314544847807964,0.1524941493129662,0,0,7.584480122324159,26.23633758944092,MT2A;MT1E,0
GO_Biological_Process_2021,neutrophil degranulation (GO:0043312),4/481,0.0318938223451042,0.1524941493129662,0,0,3.549904293136451,12.230637711209717,PIGR;ANXA2;CXCL1;S100P,0
GO_Biological_Process_2021,negative regulation of epidermal growth factor-activated receptor activity (GO:0007175),1/13,0.032026213248763,0.1524941493129662,0,0,33.90816326530612,116.6847899929619,GPRC5A,0
GO_Biological_Process_2021,UDP-N-acetylglucosamine metabolic process (GO:0006047),1/13,0.032026213248763,0.1524941493129662,0,0,33.90816326530612,116.6847899929619,SLC35A3,0
GO_Biological_Process_2021,negative regulation of mononuclear cell migration (GO:0071676),1/13,0.032026213248763,0.1524941493129662,0,0,33.90816326530612,116.6847899929619,NBL1,0
GO_Biological_Process_2021,regulation of nucleocytoplasmic transport (GO:0046822),1/13,0.032026213248763,0.1524941493129662,0,0,33.90816326530612,116.6847899929619,IFI27,0
GO_Biological_Process_2021,homeostasis of number of cells (GO:0048872),1/13,0.032026213248763,0.1524941493129662,0,0,33.90816326530612,116.6847899929619,OCIAD2,0
GO_Biological_Process_2021,cell part morphogenesis (GO:0032990),1/13,0.032026213248763,0.1524941493129662,0,0,33.90816326530612,116.6847899929619,MYH14,0
GO_Biological_Process_2021,plasma membrane repair (GO:0001778),1/13,0.032026213248763,0.1524941493129662,0,0,33.90816326530612,116.6847899929619,MYOF,0
GO_Biological_Process_2021,entry into host (GO:0044409),1/13,0.032026213248763,0.1524941493129662,0,0,33.90816326530612,116.6847899929619,CTNND1,0
GO_Biological_Process_2021,neutrophil activation involved in immune response (GO:0002283),4/485,0.0327347557645973,0.1524941493129662,0,0,3.5196601283557807,12.03483687212892,PIGR;ANXA2;CXCL1;S100P,0
GO_Biological_Process_2021,neutrophil mediated immunity (GO:0002446),4/488,0.0333740074148611,0.1524941493129662,0,0,3.497305066475027,11.890759946354155,PIGR;ANXA2;CXCL1;S100P,0
GO_Biological_Process_2021,sequestering of extracellular ligand from receptor (GO:0035581),1/14,0.0344477141698711,0.1524941493129662,0,0,31.298273155416013,105.4223689491126,NBL1,0
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity (GO:0097202),1/14,0.0344477141698711,0.1524941493129662,0,0,31.298273155416013,105.4223689491126,ASPH,0
GO_Biological_Process_2021,antigen processing and presentation of endogenous peptide antigen (GO:0002483),1/14,0.0344477141698711,0.1524941493129662,0,0,31.298273155416013,105.4223689491126,TAP1,0
GO_Biological_Process_2021,antiviral innate immune response (GO:0140374),1/14,0.0344477141698711,0.1524941493129662,0,0,31.298273155416013,105.4223689491126,AKAP1,0
GO_Biological_Process_2021,regulation of IRE1-mediated unfolded protein response (GO:1903894),1/14,0.0344477141698711,0.1524941493129662,0,0,31.298273155416013,105.4223689491126,AGR2,0
GO_Biological_Process_2021,response to UV-A (GO:0070141),1/14,0.0344477141698711,0.1524941493129662,0,0,31.298273155416013,105.4223689491126,CCND1,0
GO_Biological_Process_2021,immune response-regulating cell surface receptor signaling pathway (GO:0002768),1/14,0.0344477141698711,0.1524941493129662,0,0,31.298273155416013,105.4223689491126,PIGR,0
GO_Biological_Process_2021,cellular copper ion homeostasis (GO:0006878),1/14,0.0344477141698711,0.1524941493129662,0,0,31.298273155416013,105.4223689491126,MT2A,0
GO_Biological_Process_2021,membrane raft organization (GO:0031579),1/15,0.0368632785936063,0.1574278838762246,0,0,29.06122448979592,95.91771596133704,ANXA2,0
GO_Biological_Process_2021,modulation by host of viral genome replication (GO:0044827),1/15,0.0368632785936063,0.1574278838762246,0,0,29.06122448979592,95.91771596133704,IFI27,0
GO_Biological_Process_2021,protein hydroxylation (GO:0018126),1/15,0.0368632785936063,0.1574278838762246,0,0,29.06122448979592,95.91771596133704,ASPH,0
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),3/300,0.0390400715124679,0.1634719456975535,0,0,4.223726627981947,13.698249489225711,ITGB4;ITGA6;PLEC,0
GO_Biological_Process_2021,digestive tract morphogenesis (GO:0048546),1/16,0.0392729207344652,0.1634719456975535,0,0,27.12244897959184,87.80133530116419,AGR2,0
GO_Biological_Process_2021,negative regulation of growth (GO:0045926),2/126,0.0396295625933463,0.1634719456975535,0,0,6.661962365591398,21.50601306379386,MT2A;MT1E,0
GO_Biological_Process_2021,muscle contraction (GO:0006936),2/129,0.0413519534712599,0.1644415835784538,0,0,6.5036089238845145,20.718128222258283,ASPH;MYOF,0
GO_Biological_Process_2021,regulation of receptor recycling (GO:0001919),1/17,0.0416766547912334,0.1644415835784538,0,0,25.426020408163264,80.79916728086499,ANXA2,0
GO_Biological_Process_2021,positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737),1/17,0.0416766547912334,0.1644415835784538,0,0,25.426020408163264,80.79916728086499,CCND1,0
GO_Biological_Process_2021,copper ion homeostasis (GO:0055070),1/17,0.0416766547912334,0.1644415835784538,0,0,25.426020408163264,80.79916728086499,MT2A,0
GO_Biological_Process_2021,defense response to virus (GO:0051607),2/133,0.043691853040543,0.170539168319539,0,0,6.303753180661578,19.73448951174208,IFI27;AKAP1,0
GO_Biological_Process_2021,positive regulation of monocyte chemotaxis (GO:0090026),1/19,0.0464664552952436,0.1721696664415153,0,0,22.598639455782312,69.35578082800635,S100A14,0
GO_Biological_Process_2021,neuron projection morphogenesis (GO:0048812),2/140,0.0479026862337682,0.1721696664415153,0,0,5.981884057971015,18.176455370515885,S100A6;NBL1,0
GO_Biological_Process_2021,skeletal muscle contraction (GO:0003009),1/20,0.0488525499820277,0.1721696664415153,0,0,21.40816326530612,64.63014669364038,MYH14,0
GO_Biological_Process_2021,regulation of granulocyte chemotaxis (GO:0071622),1/20,0.0488525499820277,0.1721696664415153,0,0,21.40816326530612,64.63014669364038,S100A14,0
GO_Biological_Process_2021,positive regulation of cyclin-dependent protein kinase activity (GO:1904031),1/20,0.0488525499820277,0.1721696664415153,0,0,21.40816326530612,64.63014669364038,CCND1,0
GO_Biological_Process_2021,toll-like receptor 4 signaling pathway (GO:0034142),1/20,0.0488525499820277,0.1721696664415153,0,0,21.40816326530612,64.63014669364038,S100A14,0
GO_Biological_Process_2021,mesoderm formation (GO:0001707),1/20,0.0488525499820277,0.1721696664415153,0,0,21.40816326530612,64.63014669364038,ITGB4,0
GO_Biological_Process_2021,positive regulation of G2/M transition of mitotic cell cycle (GO:0010971),1/20,0.0488525499820277,0.1721696664415153,0,0,21.40816326530612,64.63014669364038,CCND1,0
GO_Biological_Process_2021,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),1/20,0.0488525499820277,0.1721696664415153,0,0,21.40816326530612,64.63014669364038,CLDN18,0
GO_Biological_Process_2021,myeloid cell development (GO:0061515),1/20,0.0488525499820277,0.1721696664415153,0,0,21.40816326530612,64.63014669364038,ANXA2,0
GO_Biological_Process_2021,neuronal action potential (GO:0019228),1/22,0.0536071985992547,0.1801797508474952,0,0,19.367346938775512,56.67024999786951,MYH14,0
GO_Biological_Process_2021,regulation of vacuole organization (GO:0044088),1/22,0.0536071985992547,0.1801797508474952,0,0,19.367346938775512,56.67024999786951,ANXA2,0
GO_Biological_Process_2021,regulation of voltage-gated calcium channel activity (GO:1901385),1/22,0.0536071985992547,0.1801797508474952,0,0,19.367346938775512,56.67024999786951,AHNAK,0
GO_Biological_Process_2021,positive regulation of granulocyte chemotaxis (GO:0071624),1/22,0.0536071985992547,0.1801797508474952,0,0,19.367346938775512,56.67024999786951,S100A14,0
GO_Biological_Process_2021,osteoclast differentiation (GO:0030316),1/22,0.0536071985992547,0.1801797508474952,0,0,19.367346938775512,56.67024999786951,ANXA2,0
GO_Biological_Process_2021,positive regulation of cell cycle G2/M phase transition (GO:1902751),1/23,0.0559757805878795,0.183055931111714,0,0,18.4860853432282,53.29235549319145,CCND1,0
GO_Biological_Process_2021,vesicle transport along microtubule (GO:0047496),1/23,0.0559757805878795,0.183055931111714,0,0,18.4860853432282,53.29235549319145,KIF13A,0
GO_Biological_Process_2021,regulation of protein export from nucleus (GO:0046825),1/23,0.0559757805878795,0.183055931111714,0,0,18.4860853432282,53.29235549319145,IFI27,0
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),3/351,0.0573776228581519,0.1851468682871905,0,0,3.595377842993397,10.275952639346544,ITGB4;ITGA6;PLEC,0
GO_Biological_Process_2021,dorsal/ventral pattern formation (GO:0009953),1/24,0.0583385530130099,0.1851468682871905,0,0,17.68145519077196,50.24171555062859,NBL1,0
GO_Biological_Process_2021,negative regulation of protein tyrosine kinase activity (GO:0061099),1/24,0.0583385530130099,0.1851468682871905,0,0,17.68145519077196,50.24171555062859,GPRC5A,0
GO_Biological_Process_2021,response to lipopolysaccharide (GO:0032496),2/159,0.060032623780291,0.1851468682871905,0,0,5.25291932059448,14.77576411894998,CXCL1;S100A14,0
GO_Biological_Process_2021,receptor catabolic process (GO:0032801),1/25,0.0606955298241754,0.1851468682871905,0,0,16.943877551020407,47.47480020477031,AP2B1,0
GO_Biological_Process_2021,positive regulation of ERBB signaling pathway (GO:1901186),1/25,0.0606955298241754,0.1851468682871905,0,0,16.943877551020407,47.47480020477031,AGR2,0
GO_Biological_Process_2021,divalent inorganic cation homeostasis (GO:0072507),1/25,0.0606955298241754,0.1851468682871905,0,0,16.943877551020407,47.47480020477031,S100A14,0
GO_Biological_Process_2021,regulation of dopamine secretion (GO:0014059),1/25,0.0606955298241754,0.1851468682871905,0,0,16.943877551020407,47.47480020477031,SYT13,0
GO_Biological_Process_2021,negative regulation of signaling receptor activity (GO:2000272),1/26,0.0630467249540435,0.1875898455599819,0,0,16.26530612244898,44.95534064809558,GPRC5A,0
GO_Biological_Process_2021,clathrin-dependent endocytosis (GO:0072583),1/26,0.0630467249540435,0.1875898455599819,0,0,16.26530612244898,44.95534064809558,AP2B1,0
GO_Biological_Process_2021,positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),1/26,0.0630467249540435,0.1875898455599819,0,0,16.26530612244898,44.95534064809558,CCND1,0
GO_Biological_Process_2021,melanosome organization (GO:0032438),1/27,0.0653921522588676,0.1876843717312079,0,0,15.638932496075354,42.652889831563165,KIF13A,0
GO_Biological_Process_2021,calcium-ion regulated exocytosis (GO:0017156),1/27,0.0653921522588676,0.1876843717312079,0,0,15.638932496075354,42.652889831563165,SYT13,0
GO_Biological_Process_2021,regulation of epidermal growth factor-activated receptor activity (GO:0007176),1/27,0.0653921522588676,0.1876843717312079,0,0,15.638932496075354,42.652889831563165,GPRC5A,0
GO_Biological_Process_2021,amide transport (GO:0042886),1/28,0.0677318256109869,0.1876843717312079,0,0,15.058956916099774,40.54171043527237,TAP1,0
GO_Biological_Process_2021,receptor clustering (GO:0043113),1/28,0.0677318256109869,0.1876843717312079,0,0,15.058956916099774,40.54171043527237,PIGR,0
GO_Biological_Process_2021,positive regulation of fibroblast proliferation (GO:0048146),1/28,0.0677318256109869,0.1876843717312079,0,0,15.058956916099774,40.54171043527237,S100A6,0
GO_Biological_Process_2021,mucosal immune response (GO:0002385),1/28,0.0677318256109869,0.1876843717312079,0,0,15.058956916099774,40.54171043527237,PIGR,0
GO_Biological_Process_2021,protein depolymerization (GO:0051261),1/28,0.0677318256109869,0.1876843717312079,0,0,15.058956916099774,40.54171043527237,DSTN,0
GO_Biological_Process_2021,sarcomere organization (GO:0045214),1/28,0.0677318256109869,0.1876843717312079,0,0,15.058956916099774,40.54171043527237,KRT19,0
GO_Biological_Process_2021,regulation of calcium ion transmembrane transporter activity (GO:1901019),1/29,0.0700657588372089,0.1926808368023245,0,0,14.520408163265309,38.5999069065122,AHNAK,0
GO_Biological_Process_2021,positive regulation of phosphate metabolic process (GO:0045937),1/30,0.0723939657090184,0.1951228415895959,0,0,14.019000703729768,36.80874147674154,ITGA6,0
GO_Biological_Process_2021,regulation of catecholamine secretion (GO:0050433),1/30,0.0723939657090184,0.1951228415895959,0,0,14.019000703729768,36.80874147674154,SYT13,0
GO_Biological_Process_2021,protein stabilization (GO:0050821),2/179,0.0738061123878065,0.1951228415895959,0,0,4.654661016949152,12.131506903576025,CTNND1;TSPAN1,0
GO_Biological_Process_2021,regulated exocytosis (GO:0045055),2/180,0.0745195887056104,0.1951228415895959,0,0,4.628277153558052,12.018216055401329,LGALS3BP;SYT13,0
GO_Biological_Process_2021,regulation of calcium ion-dependent exocytosis (GO:0017158),1/31,0.0747164600026276,0.1951228415895959,0,0,13.551020408163266,35.15209038871121,SYT13,0
GO_Biological_Process_2021,regulation of developmental growth (GO:0048638),1/31,0.0747164600026276,0.1951228415895959,0,0,13.551020408163266,35.15209038871121,AGR2,0
GO_Biological_Process_2021,positive regulation of mononuclear cell migration (GO:0071677),1/31,0.0747164600026276,0.1951228415895959,0,0,13.551020408163266,35.15209038871121,S100A14,0
GO_Biological_Process_2021,skeletal muscle organ development (GO:0060538),1/32,0.0770332554327668,0.1969230402964392,0,0,13.113232389730086,33.61600807740255,MYH14,0
GO_Biological_Process_2021,regulation of intracellular protein transport (GO:0033157),1/32,0.0770332554327668,0.1969230402964392,0,0,13.113232389730086,33.61600807740255,IFI27,0
GO_Biological_Process_2021,positive regulation of receptor signaling pathway via STAT (GO:1904894),1/32,0.0770332554327668,0.1969230402964392,0,0,13.113232389730086,33.61600807740255,OCIAD2,0
GO_Biological_Process_2021,positive regulation of organelle organization (GO:0010638),1/33,0.0793443657059371,0.1972740051455833,0,0,12.70280612244898,32.18837516559274,ANXA2,0
GO_Biological_Process_2021,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),1/33,0.0793443657059371,0.1972740051455833,0,0,12.70280612244898,32.18837516559274,TAP1,0
GO_Biological_Process_2021,positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427),1/33,0.0793443657059371,0.1972740051455833,0,0,12.70280612244898,32.18837516559274,OCIAD2,0
GO_Biological_Process_2021,muscle cell development (GO:0055001),1/33,0.0793443657059371,0.1972740051455833,0,0,12.70280612244898,32.18837516559274,MYOF,0
GO_Biological_Process_2021,striated muscle tissue development (GO:0014706),1/34,0.0816498044624026,0.200262696080082,0,0,12.317254174397032,30.85861216573232,MYH14,0
GO_Biological_Process_2021,positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742),1/34,0.0816498044624026,0.200262696080082,0,0,12.317254174397032,30.85861216573232,AGR2,0
GO_Biological_Process_2021,regulation of regulated secretory pathway (GO:1903305),1/35,0.0839495853612937,0.2018125793784744,0,0,11.95438175270108,29.61744503578088,SYT13,0
GO_Biological_Process_2021,positive regulation of cell cycle G1/S phase transition (GO:1902808),1/35,0.0839495853612937,0.2018125793784744,0,0,11.95438175270108,29.61744503578088,CCND1,0
GO_Biological_Process_2021,response to estrogen (GO:0043627),1/35,0.0839495853612937,0.2018125793784744,0,0,11.95438175270108,29.61744503578088,KRT19,0
GO_Biological_Process_2021,establishment of protein localization to plasma membrane (GO:0061951),1/36,0.0862437219743075,0.2019772327527332,0,0,11.612244897959185,28.456712045041098,KIF13A,0
GO_Biological_Process_2021,membrane assembly (GO:0071709),1/36,0.0862437219743075,0.2019772327527332,0,0,11.612244897959185,28.456712045041098,ANXA2,0
GO_Biological_Process_2021,membrane fusion (GO:0061025),1/36,0.0862437219743075,0.2019772327527332,0,0,11.612244897959185,28.456712045041098,MYOF,0
GO_Biological_Process_2021,retina homeostasis (GO:0001895),1/36,0.0862437219743075,0.2019772327527332,0,0,11.612244897959185,28.456712045041098,PIGR,0
GO_Biological_Process_2021,skeletal muscle tissue development (GO:0007519),1/37,0.0885322278902676,0.2060076841292767,0,0,11.289115646258503,27.36920368672352,MYH14,0
GO_Biological_Process_2021,positive regulation of signaling (GO:0023056),1/38,0.0908151166313484,0.2099738046954108,0,0,10.983452840595698,26.34852930034076,ANXA2,0
GO_Biological_Process_2021,endothelial cell migration (GO:0043542),1/39,0.0930924017046572,0.2138768469543707,0,0,10.693877551020408,25.38900533231373,S100P,0
GO_Biological_Process_2021,detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580),1/40,0.0953640965755271,0.2163572941057272,0,0,10.419152276295131,24.485561288951835,PIGR,0
GO_Biological_Process_2021,digestive tract development (GO:0048565),1/40,0.0953640965755271,0.2163572941057272,0,0,10.419152276295131,24.485561288951835,AGR2,0
GO_Biological_Process_2021,epithelial cell migration (GO:0010631),1/41,0.0976302146847681,0.2187639995714249,0,0,10.158163265306122,23.633660200289185,S100P,0
GO_Biological_Process_2021,sensory perception of bitter taste (GO:0050913),1/41,0.0976302146847681,0.2187639995714249,0,0,10.158163265306122,23.633660200289185,PIGR,0
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),2/216,0.1015881472155216,0.2216109533024229,0,0,3.842679127725857,8.78754780712842,ITGB4;ITGA6,0
